id,name,category,price,popularity,margin,in_stock,valid_from,valid_to
SKU_00001,TechMart Pro Laptop,laptops,1300,0.95,0.22,True,2022-03-01 00:00:00,
SKU_00002,TechMart Phone X,smartphones,1000,0.92,0.25,True,2022-03-01 00:00:00,
SKU_00003,TechMart Wireless Earbuds,audio,150,0.88,0.45,True,2022-03-01 00:00:00,
SKU_00004,Elizabeth Clay,tablets,149,0.32064998427430574,0.2993970391788738,True,2022-03-01 00:00:00,
SKU_00005,Nicholas Richmond,laptops,186,0.7582240752647561,0.34990904267220163,True,2022-03-01 00:00:00,
SKU_00006,Julie Fletcher,gaming,41,0.4707194066143112,0.09579095995490278,True,2022-03-01 00:00:00,
SKU_00007,Caleb Paul,audio,67,0.28103281626801535,0.1952378549567137,True,2022-03-01 00:00:00,
SKU_00008,Sean Perez,smartphones,221,0.20083123295019933,0.3098621683287381,True,2022-03-01 00:00:00,
SKU_00009,Zachary Diaz,laptops,83,0.22725741517349746,0.18456335081445985,True,2022-03-01 00:00:00,
SKU_00010,Yvonne Marshall,smartphones,1009,0.3986320818369874,0.13586587396916494,True,2022-03-01 00:00:00,
SKU_00011,Ryan Smith,smartphones,154,0.173294950098411,0.29681246971148956,True,2022-03-01 00:00:00,
SKU_00012,Dennis Mills,tablets,31,0.22219040250842031,0.2586331604976502,True,2022-03-01 00:00:00,
SKU_00013,Daniel Gonzalez,tablets,93,0.41915011461909635,0.2696872589787905,True,2022-03-01 00:00:00,
SKU_00014,Tara Stephens,gaming,252,0.20669554700399584,0.09505693003377855,True,2022-03-01 00:00:00,
SKU_00015,Susan Mendez,smartphones,90,0.6255424843656657,0.2775969189000789,True,2022-03-01 00:00:00,
SKU_00016,Brian Acevedo,accessories,130,0.5898567052817679,0.16497967988346057,True,2022-03-01 00:00:00,
SKU_00017,Antonio Reid,accessories,116,0.28706990093064333,0.13132581185149675,True,2022-03-01 00:00:00,
SKU_00018,Nicholas Walters,audio,175,0.6276972106101132,0.201157876053483,True,2022-03-01 00:00:00,
SKU_00019,Sonya Martin,tablets,176,0.7179670230552725,0.11219751462745467,True,2022-03-01 00:00:00,
SKU_00020,Nicole Barnes,gaming,36,0.546770100984663,0.29757288555418693,True,2022-03-01 00:00:00,
SKU_00021,Gerald Mcpherson,gaming,18,0.30258822995441836,0.34171097255514804,True,2022-03-01 00:00:00,
SKU_00022,Andrea Andrade,smartphones,220,0.9247792804776139,0.21365298288745044,True,2022-03-01 00:00:00,
SKU_00023,Jeffrey Vasquez,laptops,47,0.26259234215874006,0.27037836004587623,True,2022-03-01 00:00:00,
SKU_00024,Alexander Buck,gaming,45,0.8825511068883625,0.11711720002693429,True,2022-03-01 00:00:00,
SKU_00025,Brian George,accessories,78,0.307838072966814,0.08001479274678834,True,2022-03-01 00:00:00,
SKU_00026,Kenneth Griffin,audio,131,0.9090195561467997,0.1546323523647407,True,2022-03-01 00:00:00,
SKU_00027,Jennifer Hodges,laptops,94,0.8016167120983214,0.1766746621673092,True,2022-03-01 00:00:00,
SKU_00028,Eric Choi,accessories,20,0.14843135570728838,0.18275705645493662,True,2022-03-01 00:00:00,
SKU_00029,Joseph Delgado,laptops,275,0.7877733706222535,0.21640920422575427,True,2022-03-01 00:00:00,
SKU_00030,David Stone,audio,349,0.4283062925253899,0.0883939709615253,True,2022-03-01 00:00:00,
SKU_00031,Nicole Berger,smartphones,114,0.7905259799968679,0.33826987468120767,True,2022-03-01 00:00:00,
SKU_00032,Robert Schroeder,accessories,164,0.8204688369536632,0.12529495687775044,True,2022-03-01 00:00:00,
SKU_00033,Andrea Martinez,accessories,32,0.9813427055650287,0.3042828121345219,True,2022-03-01 00:00:00,
SKU_00034,Cynthia Phillips,gaming,72,0.21773211363460482,0.19133909097849736,True,2022-03-01 00:00:00,
SKU_00035,Rodney Young,accessories,56,0.25389467593546233,0.29571181508141253,True,2022-03-01 00:00:00,
SKU_00036,Kimberly Park,audio,133,0.12243884186621745,0.24649384783984907,True,2022-03-01 00:00:00,
SKU_00037,Jason Alvarez,laptops,62,0.5340238503969992,0.26285019626482153,True,2022-03-01 00:00:00,
SKU_00038,Amanda Gaines,smartphones,150,0.42509754264986144,0.21128660908498714,True,2022-03-01 00:00:00,
SKU_00039,Norman Daugherty,laptops,32,0.6591244467052818,0.11809793404115036,True,2022-03-01 00:00:00,
SKU_00040,Peter Burgess,audio,22,0.9498847364580529,0.2222002114029446,True,2022-03-01 00:00:00,
SKU_00041,Meagan Bates,accessories,141,0.6212783303132942,0.26274382112161293,True,2022-03-01 00:00:00,
SKU_00042,Michelle Parker,gaming,248,0.3349418782540483,0.17322247997483142,True,2022-03-01 00:00:00,
SKU_00043,Eugene Edwards,smartphones,45,0.14508314569160277,0.12308968601311504,True,2022-03-01 00:00:00,
SKU_00044,Jennifer Gutierrez,accessories,59,0.32300558397450857,0.17248900920601123,True,2022-03-01 00:00:00,
SKU_00045,Noah Larson,audio,60,0.49778232039681536,0.11438806299583082,True,2022-03-01 00:00:00,
SKU_00046,Taylor Ortiz DVM,accessories,455,0.83537148958628,0.33838676439493587,True,2022-03-01 00:00:00,
SKU_00047,Jacqueline Cline,audio,84,0.8739697290420085,0.2905184151489515,True,2022-03-01 00:00:00,
SKU_00048,Maria Ramsey,tablets,1047,0.11666818726688089,0.3118608114244331,True,2022-03-01 00:00:00,
SKU_00049,Stephanie Martin,smartphones,29,0.9784825094523214,0.1443161305155512,True,2022-03-01 00:00:00,
SKU_00050,Brittney Whitaker,smartphones,54,0.602827945001706,0.10919013207594663,True,2022-03-01 00:00:00,
SKU_00051,Robert Romero,accessories,61,0.8041310566103929,0.26259540623651867,True,2022-03-01 00:00:00,
SKU_00052,Deborah Smith,gaming,40,0.23074069908330425,0.1707818714403555,True,2022-03-01 00:00:00,
SKU_00053,Bobby Cummings,laptops,30,0.8921348685861021,0.13345434943153334,True,2022-03-01 00:00:00,
SKU_00054,Marc Miller,accessories,539,0.5699862341554229,0.30240808316700707,True,2022-03-01 00:00:00,
SKU_00055,Michelle Sanchez,audio,27,0.8510108010138077,0.2643601877815521,True,2022-03-01 00:00:00,
SKU_00056,Janice Wallace,accessories,36,0.3355833370477164,0.119702684119366,True,2022-03-01 00:00:00,
SKU_00057,Angela Snyder,accessories,42,0.5143626160528465,0.24395769367647435,True,2022-03-01 00:00:00,
SKU_00058,Kristy Ortiz,tablets,246,0.6159995636930515,0.307359228701514,True,2022-03-01 00:00:00,
SKU_00059,Vanessa Austin,gaming,66,0.7691131715665773,0.1789280573425469,True,2022-03-01 00:00:00,
SKU_00060,Miss Stephanie Hill,laptops,162,0.9538572919704819,0.3351512851001608,True,2022-03-01 00:00:00,
SKU_00061,Terry Miller,accessories,241,0.11477822040411395,0.2468291216660664,True,2022-03-01 00:00:00,
SKU_00062,Maria Kim,accessories,22,0.6029339676855979,0.16091580787972398,True,2022-03-01 00:00:00,
SKU_00063,Brandon Lopez,accessories,113,0.7142282817282828,0.2621130480540542,True,2022-03-01 00:00:00,
SKU_00064,Carla Miller,tablets,21,0.7534363291740203,0.25783594490052875,True,2022-03-01 00:00:00,
SKU_00065,Jessica Hines,accessories,99,0.13458552563689097,0.15696098905325728,True,2022-03-01 00:00:00,
SKU_00066,Sandra Rodriguez,smartphones,52,0.8078327474606093,0.3103205252585758,True,2022-03-01 00:00:00,
SKU_00067,Brian Cuevas,laptops,367,0.5630296313338622,0.1319245312274415,True,2022-03-01 00:00:00,
SKU_00068,Stanley Gomez,audio,59,0.8238489990633655,0.21935743127171148,True,2022-03-01 00:00:00,
SKU_00069,Evan Sosa,laptops,82,0.7703420546323043,0.2591052951196721,True,2022-03-01 00:00:00,
SKU_00070,Rebekah Oliver,gaming,95,0.25073597492067656,0.17554900648776312,True,2022-03-01 00:00:00,
SKU_00071,Miguel Lopez,audio,262,0.3247897449681344,0.17188591815332702,True,2022-03-01 00:00:00,
SKU_00072,Amber Brewer,laptops,193,0.8165823592364319,0.1387872261510223,True,2022-03-01 00:00:00,
SKU_00073,Angela Allen,laptops,71,0.2561453988380102,0.22115351393220184,True,2022-03-01 00:00:00,
SKU_00074,Joanne Jenkins,tablets,427,0.6068219493151272,0.28657788550987995,True,2022-03-01 00:00:00,
SKU_00075,Nicole Espinoza,accessories,89,0.44242568665457804,0.12910128402632517,True,2022-03-01 00:00:00,
SKU_00076,James White,gaming,153,0.9390081083337043,0.3470651154277868,True,2022-03-01 00:00:00,
SKU_00077,Travis Acosta,smartphones,185,0.4912363304131766,0.17651726287072766,True,2022-03-01 00:00:00,
SKU_00078,John Good,gaming,339,0.651871419821943,0.21644457971880443,True,2022-03-01 00:00:00,
SKU_00079,Stephanie Figueroa,smartphones,18,0.14633572938567546,0.2411224832699701,True,2022-03-01 00:00:00,
SKU_00080,James Salazar,smartphones,98,0.7603062010294765,0.19008484459925518,True,2022-03-01 00:00:00,
SKU_00081,Bradley Johnson,laptops,169,0.8230043251155531,0.23489830451577687,True,2022-03-01 00:00:00,
SKU_00082,Sherry Dorsey,accessories,83,0.44342306439131085,0.21959071366633165,True,2022-03-01 00:00:00,
